.rownames,Disorder id,Disorder name,Human gene symbol,Mouse model description,PhenoDigm % score,Matching human phenotypes,Matching mouse phenotypes
3009,ORPHA:75840,Ullrich Congenital Muscular Dystrophy,COL6A3,Col6a3<em1(IMPC)Kmpc> hom early,17.455,HP:0003236,MP:0000182
3010,ORPHA:763,Pycnodysostosis,CTSK,Ctsk<tm1b(EUCOMM)Hmgu> hom early,52.155,"HP:0011001,HP:0002659,HP:0200055,HP:0008905,HP:0004440,HP:0005789,HP:0001773,HP:0009839,HP:0009381,HP:0100559,HP:0000347,HP:0001382,HP:0003027,HP:0001156,HP:0002866,HP:0010884","MP:0002764,MP:0000062"
3011,ORPHA:772,Infantile Refsum Disease,PEX3,Pex3<tm1a(EUCOMM)Wtsi> hom early,39.615,"HP:0011675,HP:0000518,HP:0001638,HP:0001508,HP:0010571,HP:0002240","MP:0005179,MP:0005419,MP:0003960,MP:0000183,MP:0001312,MP:0002833,MP:0001262,MP:0005567,MP:0005542,MP:0000186"
3012,ORPHA:772,Infantile Refsum Disease,PEX26,Pex26<tm1.1(KOMP)Vlcg> het early,22.3,HP:0002240,MP:0000691
3013,ORPHA:772,Infantile Refsum Disease,PEX6,Pex6<em1(IMPC)Tcp> het early,35.865,"HP:0000648,HP:0000510,HP:0000518","MP:0001312,MP:0006243,MP:0001322"
3014,ORPHA:772,Infantile Refsum Disease,PEX19,Pex19<em1(IMPC)Bay> het early,29.48,HP:0000518,"MP:0011962,MP:0011959"
3015,ORPHA:772,Infantile Refsum Disease,PEX1,Pex1<tm1e.1(EUCOMM)Hmgu> het early,44.295,"HP:0011675,HP:0001638,HP:0002240","MP:0005333,MP:0000598,MP:0002753,MP:0005140"
3016,ORPHA:77259,Gaucher Disease Type 1,SCARB2,Scarb2<em2(IMPC)Tcp> hom early,46.875,"HP:0012223,HP:0000938,HP:0002797,HP:0001744,HP:0032640,HP:0002240,HP:0034336,HP:0002092,HP:0001903,HP:0001433,HP:0000939,HP:0003233,HP:0000790,HP:0001882,HP:0001409,HP:0001876,HP:0003281,HP:0001971,HP:0001873","MP:0003928,MP:0000702,MP:0002591,MP:0003068,MP:0004122,MP:0005505,MP:0000218,MP:0005013,MP:0004156,MP:0010123,MP:0000223,MP:0000219,MP:0005565,MP:0010506"
3017,ORPHA:77259,Gaucher Disease Type 1,GBA1,Gba1<em1(IMPC)H> het early,28.04,"HP:0001409,HP:0003281,HP:0032640,HP:0003233,HP:0002092","MP:0010392,MP:0008806"
3018,ORPHA:77259,Gaucher Disease Type 1,GBA1,Gba1<em1(IMPC)H> hom embryo,25.7,HP:0002953,MP:0004174
3019,ORPHA:77260,Gaucher Disease Type 2,GBA1,Gba1<em1(IMPC)H> het early,25.525,HP:0001695,MP:0010392
3020,ORPHA:77261,Gaucher Disease Type 3,GBA1,Gba1<em1(IMPC)H> het early,12.71,HP:0002092,MP:0010392
3021,ORPHA:77297,Majeed Syndrome,LPIN2,Lpin2<tm1b(KOMP)Wtsi> hom early,33.855,"HP:0004840,HP:0004810,HP:0001974,HP:0001744","MP:0002599,MP:0000702,MP:0010067,MP:0002874,MP:0005562,MP:0005642"
3022,ORPHA:77298,Anophthalmia/Microphthalmia-Esophageal Atresia Syndrome,SOX2,Sox2<em1(IMPC)Mbp> het early,35.045,"HP:0000647,HP:0000612",MP:0001319
3023,ORPHA:77298,Anophthalmia/Microphthalmia-Esophageal Atresia Syndrome,SOX2,Sox2<em1(IMPC)Mbp> het embryo,17.99,HP:0001510,MP:0003984
3024,ORPHA:773,Refsum Disease,PHYH,Phyh<tm1b(EUCOMM)Wtsi> hom early,13.555,HP:0001744,"MP:0000219,MP:0005016"
3025,ORPHA:774,Hereditary Hemorrhagic Telangiectasia,GDF2,Gdf2<tm1.1(KOMP)Vlcg> hom early,25.59,HP:0001903,MP:0002590
3026,ORPHA:774,Hereditary Hemorrhagic Telangiectasia,ENG,Eng<em1(IMPC)Mbp> het early,14.535,HP:0001903,MP:0000219
3027,ORPHA:776,Lujan-Fryns Syndrome,UPF3B,Upf3b<em1(IMPC)Tcp> hem early,39.88,"HP:0007018,HP:0100490,HP:0001166,HP:0000053,HP:0001156","MP:0000157,MP:0001399,MP:0000706"
3028,ORPHA:776,Lujan-Fryns Syndrome,UPF3B,Upf3b<em1(IMPC)Tcp> hom early,40.165,"HP:0000218,HP:0007018,HP:0000053","MP:0020422,MP:0000706,MP:0000470,MP:0002574,MP:0001399"
3029,ORPHA:779,Reynolds Syndrome,LBR,Lbr<em1(IMPC)Tcp> hom early,18.3,HP:0001369,MP:0000063
3030,ORPHA:782,Axenfeld-Rieger Syndrome,PITX2,Pitx2<tm1b(EUCOMM)Wtsi> het early,48,"HP:0000691,HP:0000047,HP:0000232,HP:0008053,HP:0000593,HP:0000327,HP:0000627,HP:0000864,HP:0000668","MP:0001147,MP:0001314,MP:0002100,MP:0001319"
3031,ORPHA:79083,Pparg-Related Familial Partial Lipodystrophy,PPARG,Pparg<tm1b(KOMP)Wtsi> het early,37.09,"HP:0000819,HP:0000831,HP:0100578,HP:0000855,HP:0003635,HP:0000292","MP:0013279,MP:0010024"
3032,ORPHA:79084,"Familial Partial Lipodystrophy, Köbberling Type",LMNA,Lmna<tm1b(EUCOMM)Wtsi> het early,43.87,"HP:0000842,HP:0000855,HP:0000819",MP:0005292
3033,ORPHA:79085,Akt2-Related Familial Partial Lipodystrophy,AKT2,Akt2<tm1Wcs> hom early,41.68,"HP:0002155,HP:0000855,HP:0000831","MP:0002644,MP:0002078,MP:0000194,MP:0005559,MP:0002968"
3034,ORPHA:791,Retinitis Pigmentosa,SAG,Sag<tm1a(EUCOMM)Wtsi> hom early,23.785,"HP:0000563,HP:0007787",MP:0004222
3035,ORPHA:791,Retinitis Pigmentosa,RPE65,Rpe65<tm1a(EUCOMM)Hmgu> hom early,46.645,"HP:0000563,HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0007787,HP:0000543,HP:0007737,HP:0000648","MP:0001317,MP:0006243,MP:0001325"
3036,ORPHA:791,Retinitis Pigmentosa,PRPF6,Prpf6<tm1.1(KOMP)Vlcg> het early,23.575,HP:0000842,MP:0005560
3037,ORPHA:791,Retinitis Pigmentosa,FAM161A,Fam161a<tm1b(KOMP)Wtsi> hom early,50.095,"HP:0000563,HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0000543,HP:0007787,HP:0007737,HP:0000648","MP:0010097,MP:0001325,MP:0001303,MP:0008259,MP:0002792"
3038,ORPHA:791,Retinitis Pigmentosa,KIAA1549,D630045J12Rik<tm1b(KOMP)Wtsi> hom early,23.125,HP:0000842,"MP:0013279,MP:0005292"
3039,ORPHA:791,Retinitis Pigmentosa,SNRNP200,Snrnp200<tm1b(KOMP)Mbp> het early,29.18,"HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0000543,HP:0007737,HP:0000648",MP:0006243
3040,ORPHA:791,Retinitis Pigmentosa,CLRN1,Clrn1<tm1.1(KOMP)Vlcg> hom early,19.12,"HP:0012426,HP:0000407,HP:0000543,HP:0000405,HP:0000648",MP:0004738
3041,ORPHA:791,Retinitis Pigmentosa,DHDDS,Dhdds<tm1b(KOMP)Wtsi> het early,44.305,"HP:0000563,HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0007787,HP:0000543,HP:0007737,HP:0000648","MP:0001303,MP:0011965"
3042,ORPHA:791,Retinitis Pigmentosa,NEK2,Nek2<tm1b(KOMP)Wtsi> hom early,26.01,"HP:0012426,HP:0000842,HP:0000407,HP:0000543,HP:0000405,HP:0000648","MP:0013279,MP:0004738"
3043,ORPHA:791,Retinitis Pigmentosa,SPATA7,Spata7<tm1.1(KOMP)Vlcg> hom early,46.215,"HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0000842,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0000543,HP:0007737,HP:0000648","MP:0013278,MP:0001325"
3044,ORPHA:791,Retinitis Pigmentosa,IFT172,Ift172<tm2b(EUCOMM)Hmgu> het early,37.54,"HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0000543,HP:0007737,HP:0000648",MP:0010097
3045,ORPHA:791,Retinitis Pigmentosa,IFT172,Ift172<tm2b(EUCOMM)Hmgu> hom embryo,24.725,HP:0011505,MP:0001785
3046,ORPHA:791,Retinitis Pigmentosa,ARL2BP,Arl2bp<em1(IMPC)J> hom early,45.78,"HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0000543,HP:0007737,HP:0000648",MP:0008259
3047,ORPHA:791,Retinitis Pigmentosa,IDH3B,Idh3b<em1(IMPC)J> hom late,44.505,"HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0000543,HP:0007737,HP:0000648",MP:0001325
3048,ORPHA:791,Retinitis Pigmentosa,ARHGEF18,Arhgef18<tm1b(KOMP)Mbp> het early,44.875,"HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0000543,HP:0007737,HP:0000648",MP:0001325
3049,ORPHA:791,Retinitis Pigmentosa,DHX38,Dhx38<em1(IMPC)J> het early,15.01,"HP:0007737,HP:0007703",MP:0002075
3050,ORPHA:791,Retinitis Pigmentosa,BBS1,Bbs1<em1(IMPC)Mbp> het embryo,25.035,HP:0011505,MP:0001785
3051,ORPHA:791,Retinitis Pigmentosa,BBS1,Bbs1<em1(IMPC)Mbp> hom embryo,25.085,HP:0011505,MP:0001785
3052,ORPHA:791,Retinitis Pigmentosa,CRX,Crx<em1(IMPC)Ccpcz> hom early,42.87,"HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0000842,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0000543,HP:0007737,HP:0000648","MP:0001147,MP:0013279,MP:0001325"
3053,ORPHA:791,Retinitis Pigmentosa,TOPORS,Topors<em1(IMPC)J> hom early,38.695,"HP:0000563,HP:0012426,HP:0000842,HP:0000407,HP:0007787,HP:0000543,HP:0000405,HP:0000648","MP:0001304,MP:0001314,MP:0005559,MP:0004738"
3054,ORPHA:791,Retinitis Pigmentosa,ZNF513,Zfp513<em1(IMPC)J> hom early,23.66,HP:0000842,MP:0005559
3055,ORPHA:791,Retinitis Pigmentosa,CNGA1,Cnga1<em1(IMPC)Bay> hom early,43.705,"HP:0030610,HP:0008046,HP:0000546,HP:0012426,HP:0007843,HP:0011505,HP:0007703,HP:0001105,HP:0000543,HP:0007737,HP:0000648","MP:0003731,MP:0011965"
3056,ORPHA:79100,Atrophoderma Vermiculata,LRP1,Lrp1<tm1.1(KOMP)Wtsi> hom embryo,25.47,HP:0012722,MP:0001914
3057,ORPHA:79101,Hyperprolinemia Type 2,ALDH4A1,Aldh4a1<em1(IMPC)Bay> het early,28.92,HP:0002317,MP:0001392
3058,ORPHA:79102,Thyrotoxic Periodic Paralysis,CACNA1S,Cacna1s<tm1.1(KOMP)Vlcg> het early,29.675,HP:0011998,MP:0005560
3059,ORPHA:79102,Thyrotoxic Periodic Paralysis,CACNA1S,Cacna1s<tm1.1(KOMP)Vlcg> hom embryo,26,"HP:0011706,HP:0001337,HP:0001657,HP:0005165,HP:0001663,HP:0001962","MP:0001914,MP:0001491"
3060,ORPHA:79106,Eiken Syndrome,PTH1R,Pth1r<tm1a(EUCOMM)Hmgu> het early,36.27,"HP:0100671,HP:0002663,HP:0002753,HP:0011849",MP:0010124
3061,ORPHA:79113,Mandibulofacial Dysostosis-Microcephaly Syndrome,EFTUD2,Eftud2<tm1b(KOMP)Wtsi> het early,19.19,HP:0001631,MP:0010579
3062,ORPHA:79113,Mandibulofacial Dysostosis-Microcephaly Syndrome,EFTUD2,Eftud2<tm1b(KOMP)Wtsi> het late,22.905,HP:0001631,"MP:0003921,MP:0010580,MP:0002953"
3063,ORPHA:79134,Dend Syndrome,KCNJ11,Kcnj11<tm1b(EUCOMM)Wtsi> hom early,43.405,"HP:0003074,HP:0040217,HP:0009894","MP:0005293,MP:0002102,MP:0013278,MP:0002874"
3064,ORPHA:79134,Dend Syndrome,ABCC8,Abcc8<em1(IMPC)J> hom early,26.525,HP:0003074,MP:0005293
3065,ORPHA:79137,Generalized Epilepsy-Paroxysmal Dyskinesia Syndrome,KCNMA1,Kcnma1<em1(IMPC)H> hom early,42.285,"HP:0007166,HP:0002072",MP:0000745
3066,ORPHA:79155,Hydroxykynureninuria,KYNU,Kynu<em1(IMPC)J> hom early,31.765,HP:0004365,MP:0005344
3067,ORPHA:79230,Hjv Or Hamp-Related Hemochromatosis,HJV,Hjv<tm1b(KOMP)Wtsi> hom early,49.01,"HP:0011031,HP:0012463,HP:0001254,HP:0003281","MP:0008810,MP:0020870"
3068,ORPHA:79233,Hypoxanthine Guanine Phosphoribosyltransferase Partial Deficiency,HPRT1,Hprt1<tm1a(EUCOMM)Hmgu> hem early,21,"HP:0002149,HP:0003259",MP:0001556
3069,ORPHA:79239,Classic Galactosemia,GALT,Galt<em1(IMPC)H> hom early,28.035,HP:0001943,MP:0005293
3070,ORPHA:79240,Glycogen Storage Disease Due To Liver And Muscle Phosphorylase Kinase Deficiency,PHKB,Phkb<em1(IMPC)J> het early,15.76,HP:0004324,MP:0003961
3071,ORPHA:79240,Glycogen Storage Disease Due To Liver And Muscle Phosphorylase Kinase Deficiency,PHKB,Phkb<em1(IMPC)J> hom late,33.81,"HP:0002155,HP:0003124,HP:0003236","MP:0002941,MP:0002968,MP:0005343"
3072,ORPHA:79242,Holocarboxylase Synthetase Deficiency,HLCS,Hlcs<em1(IMPC)J> het early,19.885,HP:0001987,"MP:0000198,MP:0000195"
3073,ORPHA:79242,Holocarboxylase Synthetase Deficiency,HLCS,Hlcs<em1(IMPC)J> het late,38.665,"HP:0001254,HP:0001251,HP:0000737,HP:0001596","MP:0001392,MP:0002075,MP:0001417"
3074,ORPHA:79243,Pyruvate Dehydrogenase E1-Alpha Deficiency,LONP1,Lonp1<tm1b(EUCOMM)Hmgu> het early,20.285,HP:0003542,"MP:0001556,MP:0004151"
3075,ORPHA:79244,Pyruvate Dehydrogenase E2 Deficiency,DLAT,Dlat<em1(IMPC)J> het early,26.26,HP:0000726,MP:0001417
3076,ORPHA:79254,Classic Phenylketonuria,PAH,Pah<em1(IMPC)Tcp> het early,36.06,"HP:0002354,HP:0007018,HP:0001268,HP:0002333,HP:0000716",MP:0001417
3077,ORPHA:79254,Classic Phenylketonuria,PAH,Pah<em1(IMPC)Tcp> hom early,46.53,"HP:0000518,HP:0001010,HP:0005599","MP:0001312,MP:0002075"
3078,ORPHA:79276,Acute Intermittent Porphyria,HMBS,Hmbs<tm1b(EUCOMM)Hmgu> het early,29.205,"HP:0007024,HP:0000711,HP:0001337,HP:0000716","MP:0001399,MP:0001488"
3079,ORPHA:79277,Congenital Erythropoietic Porphyria,UROS,Uros<tm1a(EUCOMM)Wtsi> het early,29.955,"HP:0001878,HP:0001882,HP:0011273,HP:0004447,HP:0001873,HP:0001923,HP:0012132,HP:0001744",MP:0000218
3080,ORPHA:79282,"Methylmalonic Acidemia With Homocystinuria, Type Cblc",MMACHC,Mmachc<tm1.1(NCOM)Mfgc> het early,12.005,"HP:0012120,HP:0002919,HP:0005575,HP:0000083",MP:0002989
3081,ORPHA:79282,"Methylmalonic Acidemia With Homocystinuria, Type Cblc",MMACHC,Mmachc<tm1.1(NCOM)Mfgc> hom embryo,30.13,"HP:0001789,HP:0001511,HP:0001944","MP:0001697,MP:0001785"
3082,ORPHA:79284,Methylmalonic Acidemia With Homocystinuria Type Cblf,LMBRD1,Lmbrd1<tm1b(EUCOMM)Hmgu> het early,28.67,"HP:0001875,HP:0001889",MP:0005562
3083,ORPHA:79284,Methylmalonic Acidemia With Homocystinuria Type Cblf,LMBRD1,Lmbrd1<tm1b(EUCOMM)Hmgu> het embryo,18.6,HP:0001511,MP:0001697
3084,ORPHA:79299,Congenital Glucokinase-Related Hyperinsulinism,GCK,Gck<em1(IMPC)H> het early,60.375,"HP:0001988,HP:0005978,HP:0001985,HP:0030794,HP:0000825,HP:0008283","MP:0005293,MP:0013279,MP:0002968,MP:0005559"
3085,ORPHA:79318,Pmm2-Cdg,PMM2,Pmm2<tm1b(EUCOMM)Hmgu> het early,16.46,"HP:0003073,HP:0012509",MP:0005565
3086,ORPHA:79319,Mpi-Cdg,MPI,Mpi<tm1a(EUCOMM)Wtsi> het early,18.245,HP:0003073,MP:0000194
3087,ORPHA:79325,Alg8-Cdg,ALG8,Alg8<em1(IMPC)J> het early,29.76,"HP:0001001,HP:0001518,HP:0012385,HP:0001508","MP:0003961,MP:0010024"
3088,ORPHA:79325,Alg8-Cdg,ALG8,Alg8<em1(IMPC)J> het late,16.05,HP:0002902,"MP:0001556,MP:0005178"
3089,ORPHA:79325,Alg8-Cdg,ALG8,Alg8<em1(IMPC)J> hom embryo,32.485,HP:0001511,"MP:0003984,MP:0001697"
3090,ORPHA:79328,Alg9-Cdg,ALG9,Alg9<em1(IMPC)J> het early,30.835,"HP:0009125,HP:0001539",MP:0010024
3091,ORPHA:79328,Alg9-Cdg,ALG9,Alg9<em1(IMPC)J> het late,27.475,"HP:0000998,HP:0002557,HP:0002162",MP:0002075
3092,ORPHA:79330,Mogs-Cdg,MOGS,Mogs<tm1(KOMP)Vlcg> het early,33.22,"HP:0001433,HP:0000821,HP:0000034,HP:0002240,HP:0001873,HP:0031218,HP:0010557,HP:0000218","MP:0001944,MP:0002544,MP:0008024,MP:0000467,MP:0000681,MP:0005313,MP:0000709"
3093,ORPHA:79350,"3-Phosphoserine Phosphatase Deficiency, Infantile/Juvenile Form",PSPH,Psph<tm1.1(KOMP)Vlcg> hom embryo,18.935,HP:0100540,MP:0001785
3094,ORPHA:79351,"3-Phosphoglycerate Dehydrogenase Deficiency, Infantile/Juvenile Form",PHGDH,Phgdh<tm1b(KOMP)Wtsi> het early,27.145,HP:0000519,"MP:0001312,MP:0001314"
3095,ORPHA:79351,"3-Phosphoglycerate Dehydrogenase Deficiency, Infantile/Juvenile Form",PHGDH,Phgdh<tm1b(KOMP)Wtsi> het embryo,22.075,HP:0002305,MP:0001491
3096,ORPHA:79351,"3-Phosphoglycerate Dehydrogenase Deficiency, Infantile/Juvenile Form",PHGDH,Phgdh<tm1b(KOMP)Wtsi> hom embryo,33.87,"HP:0011451,HP:0001537,HP:0000252,HP:0004322,HP:0001511","MP:0001718,MP:0003984,MP:0001700,MP:0001672,MP:0011496,MP:0001697,MP:0003229"
3097,ORPHA:79394,Congenital Ichthyosiform Erythroderma,ALOXE3,Aloxe3<em1(IMPC)Mbp> het embryo,19.45,HP:0004322,MP:0003984
3098,ORPHA:79394,Congenital Ichthyosiform Erythroderma,ALOXE3,Aloxe3<em1(IMPC)Mbp> hom embryo,19.805,HP:0004322,MP:0003984
3099,ORPHA:79394,Congenital Ichthyosiform Erythroderma,ABCA12,Abca12<em1(IMPC)J> hom embryo,16.675,HP:0000365,MP:0002177
3100,ORPHA:79394,Congenital Ichthyosiform Erythroderma,SDR9C7,Sdr9c7<em1(IMPC)Mbp> het embryo,19.805,HP:0004322,MP:0003984
3101,ORPHA:79396,"Autosomal Dominant Generalized Epidermolysis Bullosa Simplex, Severe Form",KRT14,Krt14<tm1.1(KOMP)Vlcg> hom embryo,23.35,"HP:0200097,HP:0010298,HP:0001510,HP:0006297","MP:0003984,MP:0000111"
3102,ORPHA:79397,Epidermolysis Bullosa Simplex With Mottled Pigmentation,KRT14,Krt14<tm1.1(KOMP)Vlcg> hom embryo,27.63,"HP:0200097,HP:0000164",MP:0000111
3103,ORPHA:79399,"Autosomal Dominant Generalized Epidermolysis Bullosa Simplex, Intermediate Form",KRT14,Krt14<tm1.1(KOMP)Vlcg> hom embryo,28.055,"HP:0200097,HP:0000164",MP:0000111
3104,ORPHA:794,Saethre-Chotzen Syndrome,TWIST1,Twist1<em1(IMPC)Rbrc> het early,45.085,"HP:0003312,HP:0001199,HP:0010084,HP:0000294,HP:0010720,HP:0001822,HP:0006101,HP:0001837,HP:0005037,HP:0002974,HP:0000327,HP:0004209,HP:0000643,HP:0007598,HP:0002650,HP:0003307,HP:0001156,HP:0011304","MP:0001489,MP:0000572,MP:0002110,MP:0004509,MP:0000579,MP:0005270,MP:0004599,MP:0000137"
3105,ORPHA:794,Saethre-Chotzen Syndrome,TWIST1,Twist1<em1(IMPC)Rbrc> het late,35.635,"HP:0001199,HP:0010084,HP:0000294,HP:0010720,HP:0006101,HP:0001837,HP:0005037,HP:0002974,HP:0004209,HP:0001822,HP:0007598,HP:0001156,HP:0011304","MP:0000579,MP:0000572,MP:0002110"
3106,ORPHA:79400,Localized Epidermolysis Bullosa Simplex,KRT14,Krt14<tm1.1(KOMP)Vlcg> hom embryo,26.78,"HP:0200097,HP:0031446",MP:0000111
3107,ORPHA:79402,Intermediate Generalized Junctional Epidermolysis Bullosa,LAMB3,Lamb3<tm1b(KOMP)Wtsi> hom early,44.295,"HP:0200097,HP:0006297",MP:0002100
3108,ORPHA:79404,Severe Generalized Junctional Epidermolysis Bullosa,LAMB3,Lamb3<tm1b(KOMP)Wtsi> hom early,31.975,"HP:0006297,HP:0011830,HP:0031446",MP:0002100
3109,ORPHA:79432,Oculocutaneous Albinism Type 2,MC1R,Mc1r<tm1.1(KOMP)Vlcg> hom early,50.68,"HP:0007730,HP:0005599,HP:0200098,HP:0001010,HP:0007481,HP:0007703,HP:0000635,HP:0011364,HP:0001100,HP:0012805,HP:0001480,HP:0002227,HP:0002226",MP:0002075
3110,ORPHA:79443,Pseudohypoparathyroidism Type 1A,GNAS,Gnas<tm1Jop> hom early,21.035,"HP:0001266,HP:0012049",MP:0001488
3111,ORPHA:79444,Pseudohypoparathyroidism Type 1C,GNAS,Gnas<tm1Jop> hom early,20.815,HP:0012049,MP:0001488
3112,ORPHA:79452,Milroy Disease,ANGPT2,Angpt2<em1(IMPC)Mbp> hom early,30.59,HP:0000034,"MP:0001157,MP:0000703,MP:0000706"
3113,ORPHA:79473,Variegate Porphyria,PPOX,Ppox<em1(IMPC)J> het early,30.09,"HP:0002902,HP:0012332,HP:0010472","MP:0002941,MP:0004738,MP:0001566"
3114,ORPHA:79474,Atypical Werner Syndrome,LMNA,Lmna<tm1b(EUCOMM)Wtsi> het early,36.615,"HP:0000519,HP:0001763,HP:0000819,HP:0000347,HP:0001838,HP:0008283,HP:0003074,HP:0009771,HP:0000831,HP:0007703,HP:0005978,HP:0001385,HP:0003076,HP:0004279,HP:0005109,HP:0000546,HP:0000842,HP:0008981,HP:0040019","MP:0002764,MP:0001312,MP:0008259,MP:0009825,MP:0005292"
3115,ORPHA:79476,Griscelli Syndrome Type 1,MYO5A,Myo5a<tm1a(KOMP)Wtsi> hom early,53.385,"HP:0007443,HP:0002216,HP:0007730,HP:0011364","MP:0001312,MP:0002075"
3116,ORPHA:79477,Griscelli Syndrome Type 2,RAB27A,Rab27a<em1(IMPC)Bay> hom early,48.39,"HP:0007443,HP:0002216,HP:0007730,HP:0005599",MP:0002075
3117,ORPHA:79478,Griscelli Syndrome Type 3,MYO5A,Myo5a<tm1a(KOMP)Wtsi> hom early,71.15,"HP:0007443,HP:0007730,HP:0005599","MP:0001312,MP:0002075"
3118,ORPHA:79500,Doors Syndrome,ATP6V1B2,Atp6v1b2<tm1b(KOMP)Wtsi> het early,40.535,"HP:0000851,HP:0008221,HP:0001894","MP:0002768,MP:0002591,MP:0002874,MP:0005562,MP:0005642"
3119,ORPHA:79644,Autosomal Recessive Hyperinsulinism Due To Kir6.2 Deficiency,KCNJ11,Kcnj11<tm1b(EUCOMM)Wtsi> hom early,40.845,"HP:0001988,HP:0001998,HP:0000825","MP:0013278,MP:0005293"
3120,ORPHA:803,Amyotrophic Lateral Sclerosis,PFN1,Pfn1<tm1a(EUCOMM)Wtsi> het early,29.645,"HP:0001824,HP:0004326",MP:0001262
3121,ORPHA:803,Amyotrophic Lateral Sclerosis,FUS,Fus<tm1.1(KOMP)Vlcg> het early,27.965,"HP:0030192,HP:0030196,HP:0030195",MP:0009141
3122,ORPHA:803,Amyotrophic Lateral Sclerosis,C9orf72,C9orf72<tm1.1(KOMP)Mbp> hom early,15.66,"HP:0001824,HP:0004326",MP:0003960
3123,ORPHA:803,Amyotrophic Lateral Sclerosis,CHMP2B,Chmp2b<em1(IMPC)Mbp> het early,32.59,"HP:0002015,HP:0000712,HP:0000716",MP:0020420
3124,ORPHA:803,Amyotrophic Lateral Sclerosis,NEK1,Nek1<em1(IMPC)Bay> hom early,27.355,"HP:0030192,HP:0030196,HP:0030195",MP:0009142
3125,ORPHA:803,Amyotrophic Lateral Sclerosis,VAPB,Vapb<em1(IMPC)H> hom early,33.08,"HP:0000712,HP:0000716",MP:0005655
3126,ORPHA:803,Amyotrophic Lateral Sclerosis,TAF15,Taf15<em1(IMPC)Mbp> hom early,31.515,"HP:0002015,HP:0000712,HP:0000716",MP:0020421
3127,ORPHA:805,Tuberous Sclerosis Complex,IFNG,Ifng<tm1.1(KOMP)Vlcg> het early,28.435,"HP:0011947,HP:0012798",MP:0001175
3128,ORPHA:805,Tuberous Sclerosis Complex,TSC1,Tsc1<em1(IMPC)Ccpcz> het early,23.935,"HP:0009594,HP:0002897,HP:0002893,HP:0008208,HP:0040030,HP:0002666,HP:0012778","MP:0000703,MP:0000709,MP:0002792"
3129,ORPHA:808,Seckel Syndrome,CPAP,Cpap<tm1a(EUCOMM)Wtsi> hom early,36.82,"HP:0010579,HP:0001363,HP:0001385,HP:0001852,HP:0000682,HP:0002750,HP:0001382,HP:0004326,HP:0002650,HP:0004209","MP:0003961,MP:0004609,MP:0010024,MP:0001262,MP:0005108,MP:0005296,MP:0000558,MP:0000137,MP:0002932"
3130,ORPHA:808,Seckel Syndrome,PCNT,Pcnt<em1(IMPC)Mbp> hom embryo,30.375,"HP:0004322,HP:0001511",MP:0003984
3131,ORPHA:811,Shwachman-Diamond Syndrome,DNAJC21,Dnajc21<tm1.1(NCOM)Mfgc> het early,24.03,"HP:0005871,HP:0006461,HP:0003016,HP:0003025,HP:0001167",MP:0002764
3132,ORPHA:818,Smith-Lemli-Opitz Syndrome,DHCR7,Dhcr7<em1(IMPC)Mbp> het early,19.16,"HP:0008736,HP:0005264,HP:0000047,HP:0000126,HP:0000074,HP:0000003","MP:0002989,MP:0002135,MP:0000691,MP:0000689"
3133,ORPHA:818,Smith-Lemli-Opitz Syndrome,DHCR7,Dhcr7<em1(IMPC)Mbp> het embryo,30.595,HP:0008056,MP:0001297
3134,ORPHA:818,Smith-Lemli-Opitz Syndrome,DHCR7,Dhcr7<em1(IMPC)Mbp> hom embryo,32.88,"HP:0008905,HP:0001510,HP:0010880,HP:0001561,HP:0008056,HP:0004322,HP:0001511","MP:0001297,MP:0003984,MP:0001785"
3135,ORPHA:819,Smith-Magenis Syndrome,FLII,Flii<tm1b(KOMP)Mbp> het early,19.24,HP:0000069,MP:0002135
3136,ORPHA:819,Smith-Magenis Syndrome,FLII,Flii<tm1b(KOMP)Mbp> hom embryo,17.785,"HP:0004322,HP:0000823",MP:0003984
3137,ORPHA:822,Hereditary Spherocytosis,SPTB,Sptb<em1(IMPC)J> het early,46.93,"HP:0001903,HP:0004444,HP:0001978,HP:0005525,HP:0001923,HP:0025548,HP:0001744","MP:0003131,MP:0005562,MP:0002591"
