marker_symbol,mp_term_name,zygosity,effect_size
Atp6v1d,embryonic lethality prior to organogenesis,homozygote,1
Syncrip,decreased anxiety-related response,heterozygote,1.33468987183959
Nepro,embryonic lethality prior to organogenesis,homozygote,1
Rab8a,decreased lean body mass,heterozygote,-0.0111633998838768
Zfp202,decreased lean body mass,homozygote,0.0078405042336134809
Tor1a,increased eosinophil cell number,heterozygote,0.616236026390811
Plcb4,increased total body fat amount,homozygote,-1.54743920785152
Rab20,increased hemoglobin content,homozygote,0.315357841033526
Sez6l,decreased eosinophil cell number,homozygote,-0.732671895366816
Sugt1,embryonic lethality prior to tooth bud stage,homozygote,1
Ankfy1,embryonic lethality prior to tooth bud stage,homozygote,1
Gnao1,decreased bone mineral content,heterozygote,-0.356056538938041
Hgsnat,abnormal bone structure,homozygote,2.28908290907013
Fah,"preweaning lethality, complete penetrance",homozygote,1
Hmox1,"preweaning lethality, incomplete penetrance",homozygote,1
Nptn,decreased prepulse inhibition,homozygote,-2.9607659583645
Rpl12,"preweaning lethality, complete penetrance",homozygote,1
Pja2,increased heart rate,homozygote,0.860697223744098
Tdo2,"preweaning lethality, incomplete penetrance",homozygote,1
Gata2,"preweaning lethality, complete penetrance",homozygote,1
Nedd4l,decreased prepulse inhibition,homozygote,-2.04733163531242
Inpp5e,abnormal limb morphology,homozygote,1
AW549877,abnormal retinal outer nuclear layer morphology,homozygote,-2.83906943289685
Myo3a,abnormal auditory brainstem response,homozygote,0.473421926910299
Snx10,abnormal eye morphology,homozygote,1
Krit1,abnormal eye morphology,heterozygote,1
Cxcl1,abnormal eye morphology,homozygote,1
Nsun5,hypoactivity,homozygote,-1.24009986911264
Fads3,decreased circulating triglyceride level,homozygote,-0.597892095077711
Dcp2,abnormal coat/hair pigmentation,heterozygote,0.375
Slc9b1,small heart,homozygote,1
Dnajb2,increased anxiety-related response,homozygote,0.673311598002169
Dbndd2,short tibia,homozygote,-1.13443635500922
Lpo,abnormal lens morphology,homozygote,-0.871185600679891
Dner,abnormal lens morphology,homozygote,-0.897792717787939
Cystm1,abnormal lens morphology,homozygote,-0.922227234842231
Abhd3,thin ventricular wall,homozygote,-1.29345544263887
Ccdc28a,decreased anxiety-related response,homozygote,1.82093537140251
Chchd10,increased grip strength,homozygote,0.16817748071334
Pygo2,abnormal craniofacial morphology,homozygote,1
Efna5,male infertility,homozygote,1
Arf2,abnormal coat/hair pigmentation,homozygote,0.353743275552899
Satb2,increased mean corpuscular volume,heterozygote,4.27389699060812
Afap1l2,hypoactivity,homozygote,-1.09070012656072
Mettl5,decreased hemoglobin content,homozygote,-2.73178862196128
Fam185a,increased lung tissue damping,homozygote,4.07772236655818
Igsf8,impaired glucose tolerance,homozygote,1.07128378508977
Shtn1,hyperactivity,homozygote,0.982986343981802
Gjd4,decreased grip strength,homozygote,-1.85585336552923
Gpnmb,increased erythrocyte cell number,homozygote,1.988236311668
Padi2,decreased circulating serum albumin level,heterozygote,-1.09247119656779
Lmod3,abnormal urinary bladder morphology,homozygote,1
Dennd2c,cystolithiasis,homozygote,1
Cnp,decreased mean corpuscular volume,homozygote,-1.75878708072251
Lrrc20,decreased circulating aspartate transaminase level,homozygote,-0.39989337071559
Rtl3,decreased circulating alanine transaminase level,hemizygote,-0.41665730875577
Slc38a10,increased mean corpuscular hemoglobin concentration,homozygote,2.36887182620698
Gde1,abnormal retina morphology,heterozygote,0.519189765458422
Cttn,tremors,homozygote,0.175839289072785
Tpo,tremors,homozygote,0.588339289072785
Pdhx,abnormal retina morphology,heterozygote,0.454254700523357
Ppfia3,increased vertical activity,homozygote,2.24944218694275
Zc3h4,hyperactivity,heterozygote,-0.0741455081093688
1700037C18Rik,decreased spleen weight,homozygote,-0.769172184635908
Cdan1,abnormal embryo size,heterozygote,1
Eng,abnormal kidney morphology,heterozygote,1
Bms1,abnormal coat/hair pigmentation,heterozygote,0.172733268427499
Dhx8,abnormal kidney morphology,heterozygote,1
Nalcn,abnormal kidney morphology,heterozygote,1
Spink14,increased bone mineral density,homozygote,1.23673081345773
Eogt,increased circulating total protein level,homozygote,1.46825799474685
Rnf43,decreased total body fat amount,homozygote,-0.219822016996287
Kiss1r,increased brain weight,homozygote,0.885133710798029
Lipe,increased brain weight,homozygote,0.537753601663438
Hirip3,increased brain weight,homozygote,2.54431336314979
Rrad,decreased body length,homozygote,-2.16568298661416
Slc52a2,enlarged lymph nodes,heterozygote,1
Clvs1,decreased body length,homozygote,-2.58369507769555
Ctr9,decreased lean body mass,heterozygote,-0.807815552098924
Snap47,increased lean body mass,homozygote,1.13977153740322
Epc2,increased thigmotaxis,heterozygote,0.379405227032817
Lrrk1,increased circulating calcium level,homozygote,0.565264998023137
Akap9,increased bone mineral density,heterozygote,1.15957458415995
Esco1,increased bone mineral density,homozygote,0.613612380173479
Hibadh,decreased fasting circulating glucose level,homozygote,-0.838501290653476
Hbs1l,abnormal tail morphology,homozygote,0.256541109761037
Pibf1,abnormal sleep behavior,heterozygote,1.51717924652393
Phgdh,edema,homozygote,1
Ipo9,edema,homozygote,1
Myoz1,enlarged cecum,homozygote,1
Ap2s1,hydrometra,heterozygote,1
Lamtor1,hydrometra,heterozygote,1
Kat8,blind uterus,heterozygote,1
Lor,abnormal uterus morphology,heterozygote,1
Bicdl1,enlarged spleen,homozygote,1
Crisp2,abnormal uterus morphology,homozygote,1
Aif1l,abnormal spleen morphology,homozygote,1
Cyp27a1,prolonged RR interval,homozygote,1.17010421764505
Sh3rf1,decreased exploration in new environment,homozygote,-0.453450486787334
Hira,decreased circulating triglyceride level,heterozygote,-0.934336945273325
Mylip,increased exploration in new environment,homozygote,1.09872264123978
Tbc1d22a,decreased circulating fructosamine level,homozygote,-1.3305832114996
Kcnb1,hyperactivity,homozygote,-2.70929647087733
Usp42,increased circulating alkaline phosphatase level,homozygote,1.07570613986651
Kdm8,impaired pupillary reflex,heterozygote,0.203308212004846
Mtif3,increased circulating chloride level,heterozygote,1.04207358098906
Dnaaf3,abnormal body wall morphology,homozygote,1
Jun,abnormal placenta morphology,homozygote,1
Srd5a3,abnormal embryo size,homozygote,1
Kdm1a,hypoactivity,heterozygote,-1.38543954410561
Bms1,abnormal lens morphology,heterozygote,-0.311593600540815
Lhx1,decreased circulating alkaline phosphatase level,heterozygote,-0.554635766550899
Kcnma1,abnormal gait,homozygote,0.992670550648374
Prss2,abnormal bone structure,homozygote,-0.548651043536856
Thra,abnormal bone structure,heterozygote,0.831946315397182
Ppp1r9b,abnormal bone structure,homozygote,-2.33112286242717
Ap1ar,abnormal coat appearance,homozygote,0.484954864593781
Cpe,decreased grip strength,homozygote,-1.1539021044173
Shisal1,abnormal eye morphology,homozygote,1
Trak2,thrombocytosis,homozygote,1.60541269755696
Aifm3,increased prepulse inhibition,homozygote,0.754510666669984
Plekhm2,decreased body weight,homozygote,-0.986183419850646
Glt8d2,decreased body weight,heterozygote,-0.67554987628571594
Vti1a,enlarged epididymis,homozygote,1
Ccdc57,decreased body weight,heterozygote,-0.91986759977692
Nxn,anophthalmia,heterozygote,1
Rapgef2,embryonic lethality prior to tooth bud stage,homozygote,1
Mccc1,abnormal embryo size,homozygote,1
Phtf2,decreased circulating potassium level,homozygote,-0.0157147871646418
Cpt1a,decreased circulating potassium level,homozygote,-1.2744468724353
Pth1r,decreased circulating potassium level,heterozygote,-0.580196316477499
Arid1b,decreased prepulse inhibition,heterozygote,-1.29966925738535
Prf1,decreased heart weight,homozygote,-0.672482654170469
Tppp,increased grip strength,homozygote,1.94579748069451
Tafa1,decreased grip strength,homozygote,-1.16462800599177
Sun1,decreased total retina thickness,homozygote,-4.75067800917584
Prdx6,increased circulating aspartate transaminase level,homozygote,1.17492502370168
Gar1,increased circulating glucose level,heterozygote,0.258008297586251
Myh7b,thrombocytopenia,homozygote,-0.488864800779646
Exosc2,increased total body fat amount,heterozygote,1.53922449251451
Babam1,impaired contextual conditioning behavior,homozygote,-0.998970011945836
Kcnh4,decreased leukocyte cell number,homozygote,-0.922968619306725
Slc10a3,increased total body fat amount,hemizygote,2.35444778425716
Pdia4,decreased leukocyte cell number,homozygote,-0.779472716184041
Klc2,decreased leukocyte cell number,homozygote,-0.755468902474725
Reg3d,decreased leukocyte cell number,homozygote,-0.683252122353751
Plk1,decreased mean corpuscular hemoglobin concentration,heterozygote,-2.33629942272502
Pde6a,increased circulating phosphate level,homozygote,0.4705239289802
Agap1,increased erythrocyte cell number,homozygote,-0.278404388752567
Rhbdd1,increased T cell number,homozygote,2.04419332263079
Edc4,decreased erythrocyte cell number,heterozygote,-1.67597176634473
Gsk3a,decreased circulating creatinine level,homozygote,-1.37374322328021
Agl,decreased bone mineral content,homozygote,-0.342214675130017
Ppp4r1,increased bone mineral content,homozygote,1.06215248772447
Cdh13,hypoactivity,homozygote,-1.2826567998607
Folh1,increased anxiety-related response,homozygote,0.635767237778776
Fgf14,decreased grip strength,homozygote,-1.98899537857201
Dpp3,abnormal optic disk morphology,homozygote,0.222292421773684
Bcl2l12,increased hematocrit,homozygote,2.05238072757164
Sfmbt2,abnormal heart morphology,heterozygote,1
Glycam1,abnormal sleep behavior,heterozygote,0.907947241124602
Clrn1,abnormal vibrissa morphology,homozygote,0.276083467094703
Macrod2,hyperactivity,homozygote,1.38158502244708
Tpgs2,hypoactivity,homozygote,-0.66647264708689
Apoc4,decreased circulating HDL cholesterol level,homozygote,-2.96119345504882
Nbeal1,decreased circulating triglyceride level,homozygote,-0.597900352605309
Rpa1,embryonic lethality prior to tooth bud stage,homozygote,1
Gpaa1,abnormal embryo size,heterozygote,1
Fgb,decreased exploration in new environment,homozygote,-1.67463888407813
Npbwr1,decreased exploration in new environment,homozygote,-1.86500310780134
Hgsnat,increased bone mineral density,homozygote,1.94139306040122
Daam2,abnormal snout morphology,homozygote,0.494548872180451
Afap1l2,improved glucose tolerance,homozygote,-0.713799176138815
Prdm14,decreased lean body mass,homozygote,-1.18775343753788
Mtap,enlarged heart,heterozygote,1
Rxfp3,abnormal heart left ventricle morphology,homozygote,-1.21991015063423
Krt25,abnormal vocalization,homozygote,0.939544621826747
Rgl1,anophthalmia,homozygote,1
Fbxo41,hyperactivity,homozygote,1.32464586338845
Adra2a,hyperactivity,homozygote,1.16419070740737
Cldnd2,increased fasting circulating glucose level,homozygote,2.56532466187361
Siva1,abnormal lens morphology,homozygote,-0.274869920953573
Rbbp4,abnormal gallbladder morphology,heterozygote,1
Klk8,shortened RR interval,homozygote,-0.871388074438824
Irgm2,abnormal lens morphology,homozygote,0.525609851753079
Ror2,abnormal limb morphology,homozygote,1
Naa10,abnormal coat/hair pigmentation,hemizygote,0.866978609625668
Rnf19b,thrombocytopenia,heterozygote,-1.20553009190618
Rnase13,enlarged stomach,homozygote,1
Mcidas,abnormal auditory brainstem response,homozygote,0.945652173913043
Ap4e1,decreased total body fat amount,homozygote,-1.98320813233572
Homer2,abnormal auditory brainstem response,homozygote,0.948837209302326
Pcsk5,decreased circulating HDL cholesterol level,heterozygote,-0.285141662004097
Clcnkb,increased neutrophil cell number,homozygote,1.70529365534235
Bbox1,abnormal midbrain morphology,homozygote,1
Ldb3,prolonged QRS complex duration,heterozygote,1.23430482093717
Epg5,increased circulating alkaline phosphatase level,homozygote,2.66591967488554
Rxfp3,abnormal retina morphology,homozygote,0.297091412742382
Rnf10,decreased circulating alkaline phosphatase level,homozygote,-0.314235712656334
Adss,decreased circulating alkaline phosphatase level,heterozygote,-0.429103833426229
Zbed4,"preweaning lethality, incomplete penetrance",homozygote,1
Dnaja2,"preweaning lethality, incomplete penetrance",homozygote,1
Cdh7,increased thigmotaxis,homozygote,0.842026178318692
Gpbp1,abnormal seminal vesicle morphology,heterozygote,1
Ifng,"preweaning lethality, complete penetrance",homozygote,1
Fhod3,"preweaning lethality, complete penetrance",homozygote,1
Ino80d,decreased startle reflex,heterozygote,-0.749795756037697
Wbp1l,increased startle reflex,homozygote,2.79048025074519
Cyba,cataract,homozygote,0.534634878918716
Lypd3,"preweaning lethality, incomplete penetrance",homozygote,1
Naaa,increased mean platelet volume,homozygote,2.21692813730408
Adnp2,"preweaning lethality, incomplete penetrance",homozygote,1
3300002A11Rik,decreased mean platelet volume,homozygote,0.0667592230646498
Krtap8-1,increased effector memory T-helper cell number,homozygote,-1.37762781645484
Ddx46,"preweaning lethality, complete penetrance",homozygote,1
Camsap3,cataract,homozygote,0.546539640823478
Otogl,abnormal auditory brainstem response,homozygote,0.972093023255814
Otog,abnormal auditory brainstem response,homozygote,0.972093023255814
Srek1,decreased heart weight,heterozygote,-0.0809917541218871
Pank3,hypoactivity,homozygote,-1.11144822713188
Cnot6,increased hematocrit,homozygote,2.2153949321105
Nobox,embryonic growth retardation,heterozygote,1
Trafd1,decreased body weight,homozygote,-0.713380248759751
Cntn6,increased bone mineral content,homozygote,1.25127499812901
Tmprss6,hypoactivity,homozygote,-1.07329680111339
Tmem63b,hyperactivity,heterozygote,0.936709345873073
Ap4e1,increased body length,homozygote,1.03594365211421
Efna4,abnormal cornea morphology,homozygote,0.256889495225102
Hdac4,no spontaneous movement,homozygote,1
Hbs1l,corneal opacity,homozygote,0.251276765215762
Sik3,abnormal bone structure,homozygote,-1.71979264306789
Kntc1,increased fasting circulating glucose level,heterozygote,-0.593195027459879
Dhx30,increased fasting circulating glucose level,heterozygote,0.346267795474276
Pcyox1l,decreased lean body mass,homozygote,-2.0369185046887
Mysm1,decreased erythrocyte cell number,homozygote,-6.48554259830199
Abcd3,increased fasting circulating glucose level,homozygote,4.89645159254084
Cand1,abnormal ovary morphology,heterozygote,1
Hps6,abnormal coat/hair pigmentation,homozygote,0.988071570576541
Pdcd6ip,decreased brain size,homozygote,1
Oprl1,enlarged spleen,homozygote,1
Med28,small spleen,heterozygote,1
Tas2r139,abnormal spleen morphology,homozygote,1
Xpo5,microphthalmia,heterozygote,1
Mab21l2,anophthalmia,heterozygote,1
Trak2,microphthalmia,homozygote,1
Crbn,abnormal eye morphology,homozygote,1
Cacna1f,abnormal eye morphology,homozygote,1
Fsd2,abnormal eye morphology,homozygote,1
Antkmt,hyperactivity,homozygote,1.97045019090139
Optn,decreased circulating HDL cholesterol level,homozygote,-0.549643995573563
Ctsk,increased grip strength,homozygote,1.18092526288698
Snap47,decreased total body fat amount,homozygote,0.94594102964239
Arhgef4,decreased circulating HDL cholesterol level,homozygote,-0.980466537208278
Parp1,"increased effector memory CD8-positive, alpha-beta T cell number",homozygote,-1.77490819201775
Crx,increased fasting circulating glucose level,homozygote,1.61672059947021
Shmt2,abnormal retinal blood vessel morphology,heterozygote,0.381322364411944
Dusp8,decreased body length,homozygote,-0.570120544098368
Cep55,"preweaning lethality, incomplete penetrance",homozygote,1
Dpf2,"preweaning lethality, complete penetrance",homozygote,1
Krt35,increased or absent threshold for auditory brainstem response,homozygote,1.07851273049311
Aire,abnormal eye morphology,homozygote,1
Abcc2,decreased mean corpuscular hemoglobin,homozygote,-1.46776288221838
Lrrc56,male infertility,homozygote,1
Abcb4,decreased mean corpuscular hemoglobin,homozygote,-3.41510823263323
Kdm8,abnormal behavior,heterozygote,0.156577957308621
Nptn,decreased total body fat amount,homozygote,-0.565962151013003
Ppp2r5c,abnormal lymph node morphology,homozygote,1
Zbtb42,enlarged lymph nodes,homozygote,1
Gemin5,embryonic lethality prior to organogenesis,homozygote,1
Slc30a4,decreased vertical activity,homozygote,-0.998440709630463
Top2a,increased hematocrit,heterozygote,1.17979823173898
Nadk2,persistence of hyaloid vascular system,heterozygote,0.296283471837488
Tep1,increased lymphocyte cell number,homozygote,2.24780425578323
Ppm1n,decreased vertical activity,homozygote,-0.394234623741597
Cygb,decreased vertical activity,homozygote,-0.758295671667391
Lrrk1,increased bone mineral density,homozygote,9.34047318475506
Ifitm1,decreased circulating glucose level,homozygote,-0.702959325112597
Leo1,decreased circulating glucose level,heterozygote,-0.655018417287694
Cabp2,abnormal auditory brainstem response,homozygote,0.853932584269663
Cmtm5,decreased total body fat amount,homozygote,-0.366028998736779
Phf10,hyperactivity,heterozygote,0.268500472056562
Usp1,decreased circulating glucose level,homozygote,-1.07076230217852
Depdc7,decreased red blood cell distribution width,homozygote,-0.695959266781149
Zfp407,embryonic lethality prior to organogenesis,homozygote,1
Tmem104,abnormal auditory brainstem response,homozygote,0.853932584269663
Lrrc15,improved glucose tolerance,homozygote,-0.748556580061979
Gbx1,abnormal retinal vasculature morphology,homozygote,0.12786778580259
Dnase1l2,persistence of hyaloid vascular system,homozygote,0.626538987688098
Phf8,decreased erythrocyte cell number,hemizygote,-2.03134543301563
Plac9a,decreased neutrophil cell number,homozygote,-0.179601851193133
Fam53a,abnormal heart morphology,homozygote,1
Ncald,abnormal behavior,homozygote,1.20327691854681
Col4a3,decreased basophil cell number,homozygote,0.559578470938762
Tctn3,abnormal behavior,heterozygote,0.223775541530249
Tmed3,decreased neutrophil cell number,homozygote,-0.187541668470223
Rnf19b,abnormal heart morphology,heterozygote,1
Fam168a,abnormal behavior,homozygote,1.37770511135391
Cdip1,hyperactivity,heterozygote,1.97317479093649
Prpf31,increased total body fat amount,heterozygote,3.46300617123816
Uqcrq,decreased mean platelet volume,heterozygote,-0.80998638484229
Asic3,small liver,homozygote,1
Abca7,increased heart rate variability,homozygote,1.54616501348379
Gjb4,abnormal liver morphology,homozygote,1
Zfp706,increased heart rate variability,heterozygote,0.565412361617058
Ncaph,decreased circulating alanine transaminase level,heterozygote,-0.75261022441377
Stx4a,decreased grip strength,heterozygote,-0.700709273302753
Nexmif,decreased lean body mass,hemizygote,-2.7415819054701
Prmt6,abnormal retina morphology,homozygote,0.536713922210105
Zfp36,increased fasting circulating glucose level,heterozygote,3.93728261448355
Mindy4,hypoactivity,homozygote,-0.807646633274364
Kdm8,abnormal iris pigmentation,heterozygote,0.15301763969033
Crlf2,abnormal spleen morphology,homozygote,1
Six1,abnormal spleen morphology,heterozygote,1
L3mbtl3,abnormal skin morphology,heterozygote,1
Pskh1,hemorrhage,homozygote,1
Tmem74,abnormal skin morphology,homozygote,1
Cep19,increased total body fat amount,homozygote,2.93240346444449
Mpz,hypoactivity,homozygote,-1.28736461678877
Spi1,hemorrhage,homozygote,1
Cfap61,increased blood urea nitrogen level,homozygote,1.01317304885099
Fundc1,decreased heart weight,hemizygote,-0.948003764905788
Kcne1,hyperactivity,homozygote,12.1737813523928
Erich3,decreased freezing behavior,homozygote,-0.364016040256418
Sec63,abnormal vibrissa morphology,heterozygote,0.186382473458745
Nsun5,decreased spleen weight,homozygote,-0.725175260630581
Fbn2,enlarged heart,homozygote,1
Ufm1,decreased bone mineral content,heterozygote,-0.804763577819577
Kbtbd7,decreased thigmotaxis,homozygote,-2.64660877723871
Chsy3,male infertility,homozygote,1
Reln,male infertility,homozygote,1
Mpzl1,decreased mean platelet volume,homozygote,-0.950040000373801
Aldh2,abnormal behavior,homozygote,-0.419823971069382
Rai14,edema,homozygote,1
Cgas,abnormal behavior,homozygote,-0.520905600977754
Dyrk1b,decreased body weight,heterozygote,-0.646900079992446
Kcng2,decreased circulating serum albumin level,homozygote,-1.2963739250926
Izumo1r,decreased circulating glycerol level,homozygote,-0.339726888948145
Daam2,increased circulating alkaline phosphatase level,homozygote,0.812883725565167
Rab5c,increased circulating alkaline phosphatase level,heterozygote,0.80724800962671
Ttll4,increased circulating LDL cholesterol level,homozygote,0.624210071111003
Slc44a2,increased prepulse inhibition,homozygote,0.830107764019915
Herc1,increased hemoglobin content,homozygote,1.09918944925828
Plod3,abnormal pericardium morphology,homozygote,1
Rxylt1,abnormal coat/ hair morphology,heterozygote,0.498054474708171
Blnk,small spleen,homozygote,1
Oxsm,"preweaning lethality, complete penetrance",homozygote,1
Fmnl3,"preweaning lethality, incomplete penetrance",homozygote,1
Anxa11,increased body length,homozygote,0.713282109459298
Auts2,decreased body length,heterozygote,-2.22048366844733
Pigq,abnormal left-right axis patterning,homozygote,1
Arhgef4,decreased hemoglobin content,homozygote,-2.27684002075924
Prrxl1,abnormal adrenal gland morphology,heterozygote,1
Fbxo25,abnormal urinary bladder morphology,homozygote,1
Cck,abnormal kidney morphology,homozygote,1
Nedd4l,abnormal startle reflex,homozygote,0.792288884709423
Cdk18,increased thigmotaxis,homozygote,-0.910000534627143
Nsun2,abnormal humerus morphology,homozygote,0.746860282574568
Cd22,hyperactivity,homozygote,-3.60764684126249
Afap1l2,hypoactivity,homozygote,2.06261060342134
Bhlha9,hydrocephaly,homozygote,1
Cbx6,abnormal tibia morphology,homozygote,0.213273226941806
Gpr107,decreased circulating creatinine level,heterozygote,-1.2978038490656
Iqsec3,decreased body length,homozygote,-1.35607485026017
Tent4a,small testis,homozygote,1
Dnmt3l,female infertility,homozygote,1
Trmt10a,decreased body weight,homozygote,-1.51948197509784
Ppp4r3b,impaired glucose tolerance,homozygote,0.791550840436498
Cpgi15344,decreased circulating cholesterol level,homozygote,-1.00035021176191
Fam185a,enlarged thymus,homozygote,1
Klhl1,enlarged thymus,homozygote,1
Tceal1,increased anxiety-related response,homozygote,-1.04533975378207
Arl8b,increased anxiety-related response,heterozygote,-0.902247082967194
Pitx1,decreased fasting circulating glucose level,heterozygote,-0.628658566007827
Wac,decreased circulating cholesterol level,heterozygote,-0.297353441976683
Fam160b2,enlarged thymus,homozygote,1
Antkmt,hyperactivity,homozygote,1.24588256809
Gpr153,hyperactivity,homozygote,0.915817152345099
Ube3a,hyperactivity,heterozygote,-0.766349132099157
Krit1,abnormal left-right axis patterning,homozygote,1
Fbp2,abnormal vocalization,heterozygote,0.386763502454992
Cyp27a1,enlarged heart,homozygote,1
Cdk9,abnormal heart morphology,heterozygote,1
Rac1,abnormal heart morphology,heterozygote,1
Pmch,enlarged heart,homozygote,1
Oxa1l,"preweaning lethality, complete penetrance",homozygote,1
Ipp,hypoactivity,homozygote,-0.497940408022613
Nr6a1,"preweaning lethality, complete penetrance",homozygote,1
Slmap,abnormal head size,homozygote,1
Otogl,decreased bone mineral density,homozygote,-0.566401461785138
Vars2,"preweaning lethality, complete penetrance",homozygote,1
Fmc1,"preweaning lethality, incomplete penetrance",homozygote,1
Nudt13,abnormal retinal outer nuclear layer morphology,homozygote,-1.90368206399737
Hsdl2,"preweaning lethality, incomplete penetrance",homozygote,1
Wbp2,hyperactivity,homozygote,-1.19088455335637
Atp1b3,"preweaning lethality, complete penetrance",homozygote,1
Ctdspl2,"preweaning lethality, incomplete penetrance",homozygote,1
Ap4e1,"preweaning lethality, incomplete penetrance",homozygote,1
Mast3,hyperactivity,homozygote,2.15227296534475
S1pr3,abnormal skin coloration,homozygote,0.594909729187563
Fam83h,hypoactivity,homozygote,1.22472636341068
Crabp1,increased circulating calcium level,homozygote,0.897603270563295
Cdca5,increased circulating sodium level,heterozygote,-0.00133412248953567
Nptn,decreased thigmotaxis,homozygote,2.75003365392316
Ube3c,increased effector memory T-helper cell number,homozygote,-0.645084123327392
Phf20l1,decreased total body fat amount,homozygote,-1.20334543279576
Plekha5,decreased freezing behavior,homozygote,-0.727365583298421
Avp,decreased large unstained cell number,heterozygote,-0.417739286570412
Nubpl,prenatal lethality prior to heart atrial septation,homozygote,1
Six1,abnormal skin morphology,heterozygote,1
Eftud2,decreased heart left ventricle size,heterozygote,-1.89249894260669
Etv6,decreased circulating total protein level,heterozygote,-0.444221455591765
Caprin2,decreased mean corpuscular hemoglobin,homozygote,-0.779266530090444
Snx3,abnormal limb morphology,homozygote,1
Taar8b,abnormal skin morphology,homozygote,1
Tiparp,abnormal skin morphology,heterozygote,1
Dct,abnormal skin morphology,homozygote,1
Bloc1s6,abnormal skin morphology,homozygote,1
Gna15,abnormal skin morphology,homozygote,1
Nae1,"preweaning lethality, complete penetrance",homozygote,1
Arih1,enlarged urinary bladder,heterozygote,1
Duox2,small spleen,homozygote,1
Bclaf1,cyanosis,homozygote,1
Slc26a2,abnormal facial morphology,homozygote,1
Klhdc2,abnormal skin morphology,heterozygote,1
Aanat,hyperactivity,homozygote,1.36523238247997
Cacna1i,small liver,homozygote,1
Luc7l2,increased mean platelet volume,heterozygote,1.21991912091273
Usp54,decreased circulating fructosamine level,homozygote,-1.73322401714406
Klf7,hyperactivity,heterozygote,-2.77034077718164
Dmd,increased red blood cell distribution width,homozygote,1.93509772089679
Cldn11,hyperactivity,homozygote,-1.69139742250178
Rnft1,abnormal mammary gland morphology,homozygote,1
Card11,increased leukocyte cell number,homozygote,2.13282924320932
Dbn1,abnormal embryo size,homozygote,1
Spred1,increased heart weight,homozygote,-0.117795701517569
Akt2,increased circulating cholesterol level,homozygote,0.0786715235429254
Ncf1,decreased circulating triglyceride level,homozygote,-0.601379035292229
Rhobtb3,abnormal joint morphology,homozygote,0.297431849918038
Ccdc88b,decreased monocyte cell number,homozygote,-1.64465660429721
Ubtf,abnormal neural tube morphology,heterozygote,1
Cnot7,abnormal liver morphology,homozygote,1
Slmap,abnormal embryo size,homozygote,1
Chmp7,abnormal embryo size,heterozygote,1
Prrc2c,abnormal embryo size,homozygote,1
Ogfod3,hyperactivity,heterozygote,0.524249552159571
Calcb,abnormal spinal cord morphology,homozygote,1
Cnbp,abnormal embryo size,homozygote,1
Srpk3,megacolon,hemizygote,1
Olfr392,enlarged cecum,homozygote,1
Erlin2,increased circulating amylase level,homozygote,2.07003448269868
Tfec,decreased circulating insulin level,homozygote,-0.355494786339272
1500009L16Rik,decreased circulating insulin level,homozygote,-0.656137733185993
Adipor1,increased circulating phosphate level,homozygote,1.48268900806873
Pax7,decreased circulating insulin level,heterozygote,-0.368735016005447
Zfp536,increased circulating chloride level,heterozygote,0.610125140224748
Abcc5,increased startle reflex,homozygote,2.16584718239198
Acsm2,decreased circulating chloride level,homozygote,-1.41946086264238
Hsbp1l1,increased bone mineral content,homozygote,0.456971583150625
Afg1l,impaired pupillary reflex,homozygote,0.1875
Wsb2,hypoactivity,homozygote,-0.613981373073061
Dnase1l2,hypoactivity,homozygote,-1.22468778941666
Agbl1,abnormal retinal blood vessel morphology,homozygote,0.455290611028316
Myo6,abnormal auditory brainstem response,homozygote,0.973404255319149
Oasl1,"preweaning lethality, incomplete penetrance",homozygote,1
Foxn3,"preweaning lethality, complete penetrance",homozygote,1
Stk26,abnormal vertebral arch morphology,homozygote,0.468446601941748
Pmpcb,increased prepulse inhibition,heterozygote,0.858883486110914
Sez6l,decreased circulating total protein level,homozygote,-0.974922864477806
Ccdc141,hypoactivity,homozygote,-1.36060863646999
Ndfip2,decreased circulating triglyceride level,homozygote,-1.07695482434344
Tat,persistence of hyaloid vascular system,homozygote,0.187151933484979
Cdk8,abnormal embryo size,homozygote,1
Smc5,decreased circulating glucose level,heterozygote,-0.753748599530807
Tiprl,decreased thigmotaxis,heterozygote,0.969343567951615
Ipo11,"preweaning lethality, complete penetrance",homozygote,1
Nemf,"preweaning lethality, complete penetrance",homozygote,1
Rgs4,hypoactivity,homozygote,-0.569334993816537
Dnmt3a,"preweaning lethality, incomplete penetrance",homozygote,1
Rbm22,"preweaning lethality, complete penetrance",homozygote,1
Ap1g1,"preweaning lethality, complete penetrance",homozygote,1
Shank1,decreased eosinophil cell number,homozygote,-0.493843269144648
Parvb,increased monocyte cell number,homozygote,1.57930588737246
Nkpd1,increased grip strength,homozygote,-0.103674975352697
Cdkn3,decreased grip strength,homozygote,-1.3098088394231
Rab8a,increased grip strength,heterozygote,-0.129460451677909
Cbx6,decreased circulating insulin level,homozygote,-0.672643580409723
Alg6,abnormal allantois morphology,homozygote,1
Rnf128,"increased CD4-positive, alpha beta T cell number",hemizygote,2.15987405282541
Ngfr,abnormal retina morphology,heterozygote,0.490466798159106
Ikzf3,decreased large unstained cell number,homozygote,-0.485134809196911
Tent5a,decreased respiratory quotient,homozygote,-2.89207854704137
Fut4,abnormal kidney morphology,homozygote,1
Smc3,decreased body weight,heterozygote,-1.2435213904059
